id,username,followers, following, location
239175227,krmivillalba,452,410,
176514340,lauribalansa,768,368,Coronel Oviedo, Paraguay
842146794,vanecordone21,661,508,Coronel Oviedo, Paraguay
894488605,magalivviana,916,695,Paraguay
587737269,pamebresanovich,188,456,Cde - Paraguay
1009583035,gustavocheese,127,159,
624236779,marcucho32,633,466,Paraguay
354402855,meelii_68,2831,2551,
168153952,cdennisef,138,508,
121258639,LiaAveiro22,494,584,Coronel Oviedo, Par
401550749,RuthBalmori,1516,1168,Coronel Oviedo - Paraguay 
421940533,fermen_13,2794,2032,coronel oviedo
215042401,LettyVillalba,362,382,Por todas partes
636703353,Ta_Tii_Anna,326,834,
390241850,hannabellaSL,1065,1498,Argentina
955120093,onlineasuncion,292,1707,
950622182,Chismosiisima,104,286,
943499647,AGlobaldent,113,278,Coronel Oviedo - Paraguay
624983881,colman_rojas,292,437,Paraguay
144571654,adriduarteg,788,767,Ciudad del Este - Paraguay
560673746,KariRojass,1837,452,Coronel Oviedo, Paraguay
924179365,OCIOSCOUT,395,1386,
887597666,AlmyLeiva1,358,1214,
352547540,letiespinola92,326,306,
420812457,Jorgechaparro60,853,738,Coronel Oviedo - Paraguay 
876094729,SolVolpe,135,572,
828113299,HellenCatenuze,729,1561,
223632742,Belen_Leiva,1313,1016,Cnel Oviedo - Paraguay
216534014,wilitoovelarsi,768,1908,Coronel Oviedo Paraguay 
786923076,vale_adorno,319,312,Paraguay
841212452,asiesmiamigo,164,700,Coronel Oviedo - Paraguay
340655900,DuartePy,887,708,Paraguay
320513272,Isaaduarte13,2031,909,Cnel Oviedo-Paraguay
817886648,BelEstigarribia,1365,1278,Coronel Oviedo - Paraguay
335578968,pati097,521,237,Coronel Oviedo-Paraguay
741176738,YWiegert,1198,838,
473410060,SirlysPaola,1290,1430,Coronel Oviedo Paraguay
529581189,NoeeSaucedo,885,590,Coronel Oviedo-Paraguay
102148203,FabioMoquirios,979,766,Coronel Oviedo 
69389255,Paolagimenez,3080,3115,Coronel Oviedo, Paraguay
305779370,MelissaFloresP,1706,1041,
120520248,Geniisse,807,526,
762802878,DianaEs_92,382,335,Coronel Oviedo, Paraguay
367479800,FedeVarelaa,795,543,Asunción
399690610,LujanBeniteez,365,271,
708119258,Incestuosas,726,632,DF
527904118,arce_mir,612,556,
231760271,deysi_godoy,879,719,C.D.E. - Paraguay
368423059,PabloTorres47,2364,1637,Coronel Oviedo - Paraguay
599521863,elimendoza93,1463,697,Coronel Oviedo, Paraguay
354322667,PeraltaEnzo_,786,760,
349946800,maguirivaas,948,736,Paraguay
108967461,personalpy,136708,13014,Paraguay
314111154,CamiRojas96,1302,926,Coronel Oviedo, Paraguay
473408539,JazminBalmori1,543,454,
617797866,AngelCaceres15,1751,1078,
480092173,LauraCandia2,990,416,
718804861,Vanesubeldia,454,616,
380753534,_ivancito93,1267,933,
233563227,AnaliaRivela,1807,581,,
385730348,MaggCandia,1700,688,Paraguay
327031090,majitoflores09,318,395,Paraguay
353992578,saranfv,559,376,Coronel Oviedo - Paraguay
92591177,miguelo_gon,405,343,Paraguay
101272164,analiaggr,1339,640,PJC, Paraguay 
117189832,Monsegau,2007,1151,Cnel Oviedo - Paraguay
48762253,natyymeza,403,597,
163987450,davidvarela12,714,535,
123093771,giselledug,1345,472,Coronel Oviedo, Paraguay
258760748,neelsonferreira,1404,1092,Cnel.Oviedo- Paraguay
338389341,LuisLuki,217,528,coronel oviedo
487518432,fer_ver_,1949,2190,Coronel Oviedo
148539693,johaa_torres,1486,1288,Parawhy
282705839,Natashalf_,1737,845,paraguay
372904236,deniisedelima,626,384,Coronel Oviedo - Pa
386075593,ivannacamperi,373,366,
485865193,naatiortellado,1108,631,Coronel Oviedo
164714716,OscarCoroneel10,820,1094,,
410037631,23_anafer,292,357,Coronel Oviedo - Paraguay 
324430184,Camila_Molinas,1039,813,
168761654,mulheresapenas,4734,3191,
387292752,alegimenez2,1438,810,
346253995,GisselleKaren,1109,1786,Paraguay
348204958,rodmor94,923,713,Pry - Coronel Oviedo
538632079,SusiiGaleano,1089,846,Paraguay
165384901,gissellakufky,176,729,
196743886,lauryfc,859,528,Asuncion, Paraguay
305334038,carmengodoy95,1761,1434,
487829602,PaulaVazquez01,1624,811,Paraguay
273095320,CamilaGaliano7,2794,1223,Coronel Oviedo , Paraguay 
564261687,edgarpiu,509,204,La paloma, Paraguay
219163843,paolita_lo,357,257,,
114308667,djohannacw,726,904,Paraguay
393555602,AndreaSolaeche,616,554,Coronel Oviedo - Paraguay
479485208,GerardoRodas3,246,902,Puerto Madero
553143387,AleStyles3,248,1205,
352569229,FernandaLopeez1,3358,795,Paraguay
202929979,DodiiGon,535,406,»Coronel Oviiedo - PARAGUAY ♡ 
166132085,ara_salinas,337,1314,
128074612,zenaaa125,535,667,Oviedo
359659337,LauuOviedo,1520,711,Villarrica - O
359109083,gautocampuzano,454,526,coronel oviedo
555348439,GARLICMOBILE,311,1257,
451908514,gisswiegert,1573,629,
548842363,myricoronel,1664,1254,Coronel Oviedo-Paraguay
261933771,UliVillasanti,1040,992,Coronel Oviedo - Paraguay
189320303,gustavobenitezZ,1844,1044,Coronel Oviedo, Paraguay
444686727,MathiasDiazccp,133,1456,Asuncion,Paraguay
257521083,jonasito_89,1051,2204,
424531186,GloriaVill,1700,561,
376328261,anonimos1995,576,1401,
509134373,arrocha_fcjv,464,1814,Penha-Sc
259788930,RicarditoMen,878,550,PARAGUAY
497182298,gymcenterCO,182,484,Coronel oviedo paraguay
499932890,allsongsquotes_,317,1597,
310966220,Jordizovich,934,600,Coronel Oviedo
493480766,MarchuliNavarro,263,289,Asunción - Paraguay
397211713,CROCUSS691,539,1930,Coronel Oviedo
138842284,ev_teto,738,789,Paraguay
343614802,CaroliMart,1114,593,coronel oviedo
275764041,jimejes,273,319,Coronel Oviedo - Paraguay
264883524,jaimeLo19,787,381,
454383146,TwiterosPyos,7045,1941,PARAGUAY
305034102,bluechelsea_fc,813,1817,Iran
275304473,RutthGimenez,1437,672, Coronel Oviedo - Paraguay
453172604,diegoMart09,272,871,Coronel Oviedo-Paraguay
271946425,shir_espinola,469,489,Paraguay
329185591,AndreesMorel,1314,900,Paraguay
375387628,netcho12,132,131,
222469993,Henry_Andersen,506,1422,Asunción py
128070816,LeetiOrtega,745,315,
385069291,adrilima98,1463,417,Taipéi, Taiwán
176277755,pastorvera77,963,873,Cnel. Oviedo  -  Paraguay
230715756,tere_flo,816,466,Asunción, Paraguay
312338190,65657885,501,1662,
417087566,IroZorrilla,1900,1406,Oviedo, Paraguay
241105095,ClauVera_R,792,667,Coronel Oviedo - Paraguay
365802860,danielalenmata,370,1629,
351722797,VinnyPecarski,323,1621,
344173759,amanda_joao1998,211,1169,
178421663,Aleexandra_16,184,526,
200653709,dairubi_23,143,1581,venezuela
408869928,diegup0444,124,385,
391041947,BarbozaRene,649,1577,
255455220,liliomoray,791,816,Asunción-Cnel. Oviedo - CDE
72350383,HernandoBarrios,890,873,Paraguay Coronel Oviedo
305615986,LetiziaGonz,479,2716,,
328680807,CCA1912,76948,26174,Paraguay y el Mundo
199834625,CarmenRodrigezE,1515,851,Cnel. Oviedo
125548422,shanirotela,380,293,Asunción-Paraguay
227938493,Minellasd,1390,368,
225138222,RLuis5,866,781,Coronel Oviedo.
293606506,alvaroduartee,545,553,
357819212,rodrigomartifer,289,396,
118189068,AgusGamarracv,1269,1989,San Lorenzo
200208789,beatisti,427,910,Cnel. Oviedo, Paraguay.
60623089,RocioAquinoG1,4396,4344,,
243823877,Oscarcitoseg,825,668,Coronel Oviedo, Paraguay
195815491,EnriDuarte,665,643,,
283505488,jorgeduartedj,378,866,Coronel Oviedo - Paraguay
336745317,AlfonsoFabi,756,494,Coronel Oviedo. Paraguay
324146195,AlfredoWinie,2573,2880,Paraguay 
170895905,moniruizmendoza,259,409,paraguay
83422128,Fabrilopez,1411,1275,
73250818,alfgossen,610,324,
340490810,ShonnyAguilar,1042,422,Paraguay
154426125,legendofzelda74,513,447,Paraguay 
272580231,anggiecazal,1775,2072,Asuncion - Paraguay
200213415,tavompy,106,216,
242327474,GayosoMapi,1582,936,Paraguay
187562240,kameroncita,140,603,asuncion - paraguay
231133087,mmargaritaortiz,603,1865,PARAGUAY
338139506,iCoolPhrases,584,668,My Life
96353074,JoseGodoy77,1674,2529,Paraguay
321405200,CiberPRILerma,397,974,Estado de Mexico
169619503,BienCerrista,19118,10531,Paraguay
11162772,greenpeace_esp,664843,285113,Madrid
323224515,Indexador1,125,484,
